ws_id,ws_name,next_ws_id,is_available_flag,ws_bay_id
WS-150035,Stealth BioTherapeutics Corp.,WS-150041,N,B2
WS-152267,CoStar Group,WS-152275,Y,B158
WS-152757,SkyWest,WS-152760,Y,B410
WS-150800,Southern National Bancorp of Virginia,WS-150804,N,D57
WS-154348,KraneShares Trust KraneShares CSI China Internet ETF,WS-154357,Y,B132
WS-155522,Eaton Vance California Municipal Income Trust,WS-155527,N,B218
WS-152132,Rapid7,WS-152141,N,B93
WS-152218,Principal Price Setters Index ETF,WS-152226,Y,D27
WS-151617,Invesco RAFI Strategic US Small Company ETF,WS-151627,N,D132
WS-155200,Encore Wire Corporation,WS-155209,N,D381
WS-151309,Summit State Bank,WS-151312,Y,D106
WS-150066,Citizens Holding Company,WS-150067,N,D351
WS-153496,BRF S.A.,WS-153501,Y,B409
WS-154533,Jagged Peak Energy Inc.,WS-154534,N,D354
WS-150056,FGL Holdings,WS-150060,N,D257
WS-153259,Rhythm Pharmaceuticals,WS-153268,Y,D123
WS-151750,Monotype Imaging Holdings Inc.,WS-151752,Y,B71
WS-152009,Blackrock Municipal 2020 Term Trust,WS-152011,Y,B467
WS-151730,Agnico Eagle Mines Limited,WS-151735,Y,B128
WS-151045,Airgain,WS-151051,N,D42
WS-150614,Ares Dynamic Credit Allocation Fund,WS-150617,Y,D319
WS-154912,American Electric Power Company,WS-154922,N,D313
WS-154837,Tortoise Power and Energy Infrastructure Fund,WS-154846,Y,B372
WS-151791,Siebert Financial Corp.,WS-151792,Y,B135
WS-155455,IVERIC bio,WS-155465,Y,B192
WS-150902,Sify Technologies Limited,WS-150912,N,B434
WS-151467,INMODE LTD.,WS-151471,N,D201
WS-154653,Quanex Building Products Corporation,WS-154655,N,D115
WS-152697,Invesco DWA Consumer Staples Momentum ETF,WS-152706,N,B164
WS-151596,Invesco Plc,WS-151600,Y,B497
WS-151427,Diamondback Energy,WS-151429,Y,B55
WS-150426,Brown Forman Corporation,WS-150433,N,D251
WS-153789,Big 5 Sporting Goods Corporation,WS-153799,N,D218
WS-151623,BELLUS Health Inc.,WS-151632,Y,D407
WS-151223,Greenlane Holdings,WS-151228,Y,D208
WS-150017,Restaurant Brands International Inc.,WS-150019,Y,B285
WS-153248,Lazydays Holdings,WS-153255,N,D292
WS-154965,Madison Covered Call & Equity Strategy Fund,WS-154975,Y,D18
WS-151992,Hannon Armstrong Sustainable Infrastructure Capital,WS-152000,N,B215
WS-154828,Rekor Systems,WS-154832,N,B285
WS-150878,Southwestern Energy Company,WS-150880,Y,D50
WS-154968,Marvell Technology Group Ltd.,WS-154969,Y,B196
WS-155849,Rio Tinto Plc,WS-155857,N,D318
WS-152381,Neuberger Berman MLP and Energy Income Fund Inc.,WS-152384,N,D201
WS-151418,New Senior Investment Group Inc.,WS-151424,N,B243
WS-151301,Enterprise Bancorp Inc,WS-151303,Y,D385
WS-152010,Kimball Electronics,WS-152014,Y,B492
WS-153633,Global X Longevity Thematic ETF,WS-153639,N,B369
WS-153509,Synthorx,WS-153514,N,B464
WS-153684,Foresight Energy LP,WS-153694,N,B28
WS-151170,Kirby Corporation,WS-151173,Y,B102
WS-155489,GoPro,WS-155495,Y,D232
WS-154189,ANGI Homeservices Inc.,WS-154190,Y,B180
WS-152540,Carrizo Oil & Gas,WS-152546,N,B328
WS-150309,Diamond S Shipping Inc.,WS-150315,Y,B467
WS-153685,Abbott Laboratories,WS-153686,Y,B52
WS-155196,BlackRock Investment Quality Municipal Trust Inc. (The),WS-155205,Y,B229
WS-153543,MBIA,WS-153546,Y,B190
WS-150873,HCI Group,WS-150876,Y,B96
WS-152073,Lightbridge Corporation,WS-152077,N,D470
WS-151001,First Midwest Bancorp,WS-151006,N,B335
WS-151588,Enviva Partners,WS-151592,N,D54
WS-154832,Park Hotels & Resorts Inc.,WS-154839,Y,D404
WS-151649,American Assets Trust,WS-151650,Y,D25
WS-151525,Blackrock Debt Strategies Fund,WS-151534,Y,D235
WS-153726,Plumas Bancorp,WS-153732,Y,B463
WS-151693,NewLink Genetics Corporation,WS-151699,Y,B100
WS-154580,Blackrock MuniYield Quality Fund III,WS-154585,Y,B17
WS-153509,Pointer Telocation Ltd.,WS-153518,Y,D335
WS-152288,Diplomat Pharmacy,WS-152296,Y,B84
WS-152767,TSR,WS-152769,N,B6
WS-154705,Capitol Federal Financial,WS-154707,Y,D168
WS-155242,iShares Currency Hedged MSCI Germany ETF,WS-155250,Y,B173
WS-154802,Patterson-UTI Energy,WS-154804,N,D500
WS-154542,Paramount Group,WS-154544,Y,D267
WS-151788,Cincinnati Financial Corporation,WS-151791,Y,D375
WS-150516,Camden National Corporation,WS-150524,Y,D45
WS-150651,DURECT Corporation,WS-150661,N,D360
WS-150455,Barings BDC,WS-150456,N,D152
WS-155093,LEAP THERAPEUTICS,WS-155097,Y,D36
WS-152540,StarTek,WS-152542,Y,B108
WS-154622,Ritter Pharmaceuticals,WS-154630,N,D482
WS-155789,iShares Core Total USD Bond Market ETF,WS-155792,N,D248
WS-150765,El Pollo Loco Holdings,WS-150766,Y,B152
WS-151022,Clean Harbors,WS-151032,Y,D22
WS-152843,Fresh Del Monte Produce,WS-152846,Y,B125
WS-155246,Century Casinos,WS-155249,N,B262
WS-153075,AdvisorShares Sabretooth ETF,WS-153081,Y,D108
WS-155061,Dine Brands Global,WS-155067,Y,B324
WS-151945,Helius Medical Technologies,WS-151954,N,D3
WS-154595,GlobalSCAPE,WS-154603,Y,D437
WS-151947,CSW Industrials,WS-151948,N,B459
WS-154645,Cameco Corporation,WS-154655,Y,B173
WS-153222,Carrols Restaurant Group,WS-153224,N,B401
WS-155386,Eaton Vance Short Diversified Income Fund,WS-155396,Y,B87
WS-151067,Mechel PAO,WS-151074,N,B316
WS-154917,Clough Global Equity Fund,WS-154925,N,D321
WS-155185,First Trust Dynamic Europe Equity Income Fund,WS-155190,N,D245
WS-152335,Medidata Solutions,WS-152343,N,B283
WS-153101,Vanguard Intermediate-Term Corporate Bond ETF,WS-153109,N,B93
WS-153563,Lions Gate Entertainment Corporation,WS-153568,N,B323
WS-150622,Morgan Stanley Emerging Markets Domestic Debt Fund,WS-150632,N,B90
WS-154094,Zymeworks Inc.,WS-154095,N,D79
WS-151336,PIMCO Energy and Tactical Credit Opportunities Fund,WS-151346,Y,B51
WS-151773,Homology Medicines,WS-151778,N,B471
WS-153731,Marrone Bio Innovations,WS-153736,Y,B210
WS-154651,BioDelivery Sciences International,WS-154657,Y,B173
WS-153833,Applied Genetic Technologies Corporation,WS-153838,Y,D426
WS-150013,Aberdeen Australia Equity Fund Inc,WS-150018,Y,B320
WS-152480,Intersect ENT,WS-152484,N,B127
WS-153774,Nuveen Virginia Quality Municipal Income Fund,WS-153782,N,B244
WS-155778,Southern Company (The),WS-155785,Y,B72
WS-154228,Allakos Inc.,WS-154236,Y,B232
WS-150493,Telephone and Data Systems,WS-150497,N,D34
WS-154197,NI Holdings,WS-154201,N,B161
WS-154888,Avadel Pharmaceuticals plc,WS-154895,N,B174
WS-151295,FNCB Bancorp Inc.,WS-151304,Y,D274
WS-152761,HubSpot,WS-152767,N,D74
WS-155600,NVIDIA Corporation,WS-155604,Y,D248
WS-153098,Switchback Energy Acquisition Corporation,WS-153099,Y,D361
WS-151489,SIGA Technologies Inc.,WS-151493,N,B328
WS-155882,Sunworks,WS-155892,N,D420
WS-152454,Honeywell International Inc.,WS-152455,Y,D151
WS-152442,J.C. Penney Company,WS-152446,N,B324
WS-153575,Sabra Health Care REIT,WS-153580,Y,B250
WS-154273,ZIOPHARM Oncology Inc,WS-154276,Y,B427
WS-155247,BlackRock Energy and Resources Trust,WS-155255,N,D23
WS-150592,Manhattan Associates,WS-150595,N,B244
WS-150021,Thunder Bridge Acquisition II,WS-150022,Y,D279
WS-153381,BlackRock Income Trust Inc. (The),WS-153383,Y,B204
WS-153154,MGE Energy Inc.,WS-153162,N,D321
WS-151240,Imax Corporation,WS-151246,N,B176
WS-154189,Garrison Capital Inc.,WS-154195,N,D458
WS-152966,Alphabet Inc.,WS-152969,N,B184
WS-155214,Boyd Gaming Corporation,WS-155219,N,D144
WS-154266,Janus Henderson Group plc,WS-154270,N,B47
WS-152670,Sophiris Bio,WS-152671,Y,D301
WS-154278,Kazia Therapeutics Limited,WS-154288,Y,B397
WS-152656,First Trust Dorsey Wright People&#39;s Portfolio ETF,WS-152661,Y,D68
WS-151824,Care.com,WS-151827,Y,D389
WS-153709,Adecoagro S.A.,WS-153710,N,D251
WS-153039,Medtronic plc,WS-153040,N,D143
WS-152897,Quintana Energy Services Inc.,WS-152902,Y,D409
WS-153508,Endurance International Group Holdings,WS-153514,Y,B257
WS-151365,Kitov Pharma Ltd.,WS-151374,N,B486
WS-155533,iShares Select Dividend ETF,WS-155537,N,D344
WS-151669,Brainsway Ltd.,WS-151670,N,B30
WS-154248,Carrols Restaurant Group,WS-154252,Y,D432
WS-150167,First Trust Multi Cap Value AlphaDEX Fund,WS-150169,N,D490
WS-154801,Value Line,WS-154804,N,D406
WS-153054,FVCBankcorp,WS-153055,Y,D145
WS-152254,EyePoint Pharmaceuticals,WS-152258,Y,B262
WS-153449,Core Laboratories N.V.,WS-153450,N,D3
WS-155315,First Community Corporation,WS-155319,Y,B24
WS-152661,Invesco DWA Financial Momentum ETF,WS-152664,Y,B330
WS-151127,Anterix Inc.,WS-151136,Y,B175
WS-151015,Invesco S&P SmallCap Consumer Discretionary ETF,WS-151023,Y,D396
WS-153199,Orthofix Medical Inc. ,WS-153201,Y,D36
WS-150146,Lexicon Pharmaceuticals,WS-150152,Y,B118
WS-154442,Floor & Decor Holdings,WS-154443,N,B307
WS-153824,Sunworks,WS-153829,N,D150
WS-155211,Ion Geophysical Corporation,WS-155220,N,D486
WS-155023,California Resources Corporation,WS-155024,N,D145
WS-153440,New Age Beverages Corporation,WS-153442,Y,D336
WS-154293,Akero Therapeutics,WS-154295,N,B267
WS-155616,Cboe Global Markets,WS-155625,N,D151
WS-152950,Alpha and Omega Semiconductor Limited,WS-152960,Y,B390
WS-150967,Hillenbrand Inc,WS-150971,N,B35
WS-154424,Sify Technologies Limited,WS-154431,N,D149
WS-152448,Lannett Co Inc,WS-152451,Y,B57
WS-152391,Blackrock Capital and Income Strategies Fund Inc,WS-152399,N,D3
WS-150323,Trinity Industries,WS-150333,Y,B349
WS-155041,Bruker Corporation,WS-155051,N,B355
WS-154637,Zynga Inc.,WS-154641,N,B303
WS-155939,Transatlantic Petroleum Ltd,WS-155943,Y,B145
WS-151777,Alcon Inc.,WS-151784,N,D485
WS-154992,PhaseBio Pharmaceuticals,WS-155002,N,D406
WS-150070,Zomedica Pharmaceuticals Corp.,WS-150072,N,B379
WS-151699,J P Morgan Chase & Co,WS-151706,Y,B279
WS-151117,China Finance Online Co. Limited,WS-151123,Y,D266
WS-154018,Williams Companies,WS-154023,Y,B103
WS-155933,Vapotherm,WS-155935,N,B131
WS-153324,Vanguard Russell 2000 ETF,WS-153331,N,B217
WS-152979,Delaware Investments Florida Insured Municipal Income Fund,WS-152982,Y,B239
WS-151119,FRONTEO,WS-151126,Y,D179
WS-154593,Capital Southwest Corporation,WS-154597,N,B31
WS-151078,Mammoth Energy Services,WS-151079,N,D348
WS-153439,General American Investors,WS-153441,N,D293
WS-151323,Cyclerion Therapeutics,WS-151332,Y,D71
WS-153976,ArcBest Corporation,WS-153977,N,B457
WS-155303,PIMCO Dynamic Credit and Mortgage Income Fund,WS-155312,Y,B218
WS-151223,Applied Optoelectronics,WS-151229,Y,D42
WS-152489,STORE Capital Corporation,WS-152490,Y,D216
WS-153440,Himax Technologies,WS-153447,N,B304
WS-151380,Anworth Mortgage Asset  Corporation,WS-151384,N,D270
WS-154129,Denny&#39;s Corporation,WS-154133,N,B494
WS-150441,Gray Television,WS-150446,Y,B486
WS-152428,Jagged Peak Energy Inc.,WS-152432,Y,D109
WS-153093,Lattice Semiconductor Corporation,WS-153101,Y,B323
WS-155492,Brown & Brown,WS-155496,Y,B333
WS-151865,Canadian Natural Resources Limited,WS-151866,N,D479
WS-151445,Dolby Laboratories,WS-151449,N,D126
WS-155609,ONEOK,WS-155614,N,D319
WS-154799,ServiceSource International,WS-154809,Y,B435
WS-153237,China XD Plastics Company Limited,WS-153241,Y,D294
WS-150682,CBRE Group,WS-150689,Y,B155
WS-153321,OP Bancorp,WS-153326,N,D66
WS-155431,EchoStar Corporation,WS-155438,Y,B228
WS-155234,Petroleo Brasileiro S.A.- Petrobras,WS-155240,N,D310
WS-150225,PBF Energy Inc.,WS-150227,Y,D262
WS-154005,Globe Life Inc.,WS-154011,N,D225
WS-152713,Jack In The Box Inc.,WS-152716,Y,B346
WS-154623,Lightbridge Corporation,WS-154629,N,D399
WS-151622,Masonite International Corporation,WS-151631,Y,B153
WS-151370,iShares PHLX SOX Semiconductor Sector Index Fund,WS-151378,N,D278
WS-153466,NextDecade Corporation,WS-153467,N,D346
WS-153501,Walt Disney Company (The),WS-153505,N,B208
WS-151253,Blackrock Muni Intermediate Duration Fund Inc,WS-151258,N,D375
WS-154612,Acacia Communications,WS-154616,Y,B383
WS-155990,First Trust Indxx NextG ETF,WS-156000,Y,D112
WS-154910,Mustang Bio,WS-154915,N,B105
WS-153627,Invacare Corporation,WS-153634,Y,B360
WS-152760,Middlesex Water Company,WS-152769,N,B419
WS-154320,EZCORP,WS-154322,Y,B407
WS-154703,National CineMedia,WS-154704,Y,D119
WS-153481,Amira Nature Foods Ltd,WS-153485,Y,D432
WS-154319,IMV Inc.,WS-154328,N,B156
WS-153353,Southern California Edison Company,WS-153357,N,D197
WS-154608,Cardiovascular Systems,WS-154617,N,D115
WS-150224,Shore Bancshares Inc,WS-150234,Y,D104
WS-152673,PagSeguro Digital Ltd.,WS-152680,Y,D160
WS-155556,Avangrid,WS-155564,Y,B494
WS-153145,Marchex,WS-153148,N,D191
WS-152431,ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund,WS-152437,N,B30
WS-152829,SeaWorld Entertainment,WS-152838,N,B289
WS-154624,Tower International,WS-154627,Y,B78
WS-153725,Nuveen New Jersey Quality Municipal Income Fund,WS-153727,N,D365
WS-153637,FNCB Bancorp Inc.,WS-153647,Y,B325
WS-154832,Ribbon Communications Inc. ,WS-154839,N,B156
WS-153636,Bed Bath & Beyond Inc.,WS-153643,Y,B237
WS-151850,Arco Platform Limited,WS-151860,N,B325
WS-150558,Franklin Financial Services Corporation,WS-150567,Y,B408
WS-150902,Ferro Corporation,WS-150910,N,D270
WS-154683,NanoString Technologies,WS-154693,N,D232
WS-151541,Tetra Tech,WS-151551,N,D269
WS-153454,Maiden Holdings,WS-153462,Y,D254
WS-150240,Pro-Dex,WS-150249,N,D320
WS-150369,Nuveen New York AMT-Free Quality Municipal,WS-150376,Y,B369
WS-151434,The Gabelli Go Anywhere Trust,WS-151437,N,D62
WS-153491,Huntington Ingalls Industries,WS-153496,Y,B252
WS-151423,Luckin Coffee Inc.,WS-151427,N,D283
WS-150046,PIMCO Municipal Income Fund III,WS-150050,Y,B363
WS-154878,PolyPid Ltd.,WS-154882,N,D359
WS-150889,BioLineRx Ltd.,WS-150894,Y,D446
WS-150766,T. Rowe Price Group,WS-150772,Y,B118
WS-154663,Seacoast Banking Corporation of Florida,WS-154668,N,B295
WS-153499,Ameresco,WS-153504,N,B171
WS-150954,Dunkin&#39; Brands Group,WS-150958,N,B222
WS-150291,Invesco Golden Dragon China ETF,WS-150299,N,B484
WS-153735,10x Genomics,WS-153740,N,B30
WS-152465,Flushing Financial Corporation,WS-152472,N,B152
WS-152376,International Bancshares Corporation,WS-152384,N,D232
WS-150223,Global X SuperDividend REIT ETF,WS-150227,N,D322
WS-153287,Lindblad Expeditions Holdings Inc. ,WS-153292,N,B130
WS-154128,Gamco Investors,WS-154137,N,D474
WS-155655,Jack Henry & Associates,WS-155663,N,D312
WS-152697,Pieris Pharmaceuticals,WS-152707,Y,B122
WS-151615,First Trust Small Cap US Equity Select ETF,WS-151624,Y,D377
WS-155411,Silk Road Medical,WS-155416,N,B244
WS-150914,Citizens,WS-150920,Y,D413
WS-150581,MMA Capital Holdings,WS-150585,N,D500
WS-152083,BNY Mellon High Yield Strategies Fund,WS-152089,Y,B10
WS-151426,Digital Turbine,WS-151427,Y,B455
WS-152854,Nanometrics Incorporated,WS-152861,Y,B141
WS-150101,Euro Tech Holdings Company Limited,WS-150109,Y,B181
WS-155526,Churchill Downs,WS-155531,Y,B298
WS-153548,Milacron Holdings Corp.,WS-153557,N,D82
WS-153356,Elanco Animal Health Incorporated,WS-153357,Y,D71
WS-154413,The Blackstone Group Inc.,WS-154420,N,D232
WS-153554,Vedanta  Limited,WS-153564,Y,B159
WS-151413,MV Oil Trust,WS-151414,Y,D169
WS-150015,Nathan&#39;s Famous,WS-150019,N,B107
WS-150613,Constellium SE,WS-150620,Y,B349
WS-150166,RTI Surgical Holdings,WS-150175,Y,D496
WS-151266,Vistra Energy Corp.,WS-151271,Y,B118
WS-154717,AC Immune SA,WS-154722,N,D73
WS-154148,Vitamin Shoppe,WS-154150,N,D290
WS-152754,Arbor Realty Trust,WS-152760,Y,B264
WS-152914,Regis Corporation,WS-152919,N,B124
WS-152066,Vitamin Shoppe,WS-152075,N,B389
WS-155278,Entergy New Orleans,WS-155282,N,B436
WS-155206,Community Bank System,WS-155207,N,B186
WS-154581,Glatfelter,WS-154588,N,B359
WS-152652,electroCore,WS-152653,Y,D488
WS-152840,Civista Bancshares,WS-152844,N,D365
WS-155161,Azure Power Global Limited,WS-155168,N,B444
WS-154490,Macerich Company (The),WS-154498,N,D1
WS-155072,Neonode Inc.,WS-155076,N,D151
WS-155499,TiVo Corporation,WS-155508,N,B112
WS-152984,Bluerock Residential Growth REIT,WS-152993,N,D125
WS-151463,Select Asset Inc.,WS-151470,Y,B304
WS-154157,Nuveen Energy MLP Total Return Fund,WS-154166,Y,D89
WS-151711,ContraFect Corporation,WS-151720,N,D457
WS-152279,Retractable Technologies,WS-152283,N,B363
WS-154607,Mesa Laboratories,WS-154609,Y,D74
WS-150448,Cathay General Bancorp,WS-150458,N,B286
WS-150336,Freshpet,WS-150345,Y,D495
WS-154852,SPDR Dorsey Wright Fixed Income Allocation ETF,WS-154856,Y,B172
WS-152482,Stepan Company,WS-152490,Y,D128
WS-150589,Blackrock Health Sciences Trust,WS-150597,N,B136
WS-153248,Ritter Pharmaceuticals,WS-153249,N,D98
WS-155729,Cal-Maine Foods,WS-155731,N,D381
WS-154367,SemiLEDS Corporation,WS-154374,N,B125
WS-155366,Gulf Resources,WS-155376,Y,B303
WS-153340,Sutter Rock Capital Corp.,WS-153342,Y,D128
WS-151205,Verint Systems Inc.,WS-151209,N,D77
WS-155141,First Community Bankshares,WS-155145,N,B94
WS-152769,The Rubicon Project,WS-152774,N,D118
WS-151817,Shopify Inc.,WS-151822,Y,B456
WS-155296,Reality Shares Nasdaq NextGen Economy ETF,WS-155300,Y,D127
WS-154944,Global X E-commerce ETF,WS-154947,N,D122
WS-150354,Castle Brands,WS-150364,Y,D231
WS-150723,Security National Financial Corporation,WS-150728,N,D89
WS-151127,Genesis Healthcare,WS-151128,Y,D402
WS-152333,Ares Commercial Real Estate Corporation,WS-152338,Y,D85
WS-152791,Prosperity Bancshares,WS-152792,N,B370
WS-151893,Mitcham Industries,WS-151898,Y,D45
WS-153300,Atreca,WS-153307,N,D383
WS-153267,Stantec Inc,WS-153270,Y,B106
WS-150248,Bellicum Pharmaceuticals,WS-150253,N,D55
WS-150402,Power REIT,WS-150407,Y,D391
WS-155318,Sundance Energy Australia Limited,WS-155321,N,D256
WS-150296,Interpublic Group of Companies,WS-150299,N,D48
WS-154332,Independence Realty Trust,WS-154333,Y,B249
WS-150379,Cannae Holdings,WS-150386,N,B264
WS-153017,Black Hills Corporation,WS-153026,N,D442
WS-155095,Invesco S&P SmallCap Financials ETF,WS-155096,N,B257
WS-151712,Gritstone Oncology,WS-151713,Y,B181
WS-153665,CHS Inc,WS-153669,N,D282
WS-152735,Kura Oncology,WS-152738,N,B428
WS-152763,Retail Opportunity Investments Corp.,WS-152772,N,D156
WS-152524,VictoryShares US Multi-Factor Minimum Volatility ETF,WS-152529,Y,D282
WS-152604,The Charles Schwab Corporation,WS-152605,N,B205
WS-152001,Biohaven Pharmaceutical Holding Company Ltd.,WS-152010,Y,D382
WS-154326,Opes Acquisition Corp.,WS-154336,N,B58
WS-155203,Allied Motion Technologies,WS-155204,Y,B217
WS-152318,Clough Global Dividend and Income Fund,WS-152324,Y,B151
WS-153733,Qwest Corporation,WS-153743,N,D159
WS-151907,Sensata Technologies Holding plc,WS-151916,Y,D449
WS-154844,Zillow Group,WS-154851,Y,B325
WS-152809,Performance Shipping Inc.,WS-152815,N,D318
WS-154468,Community Health Systems,WS-154473,N,B376
WS-155485,RPT Realty,WS-155486,N,B327
WS-155036,Insurance Acquisition Corp.,WS-155040,Y,D365
WS-155819,Simulations Plus,WS-155820,N,D380
WS-153849,vTv Therapeutics Inc.,WS-153859,N,B144
WS-151185,Verra Mobility Corporation,WS-151191,N,D323
WS-155037,Forestar Group Inc,WS-155040,N,B34
WS-154203,CAE Inc,WS-154206,N,D161
WS-152622,Mustang Bio,WS-152626,Y,B236
WS-153768,Lindblad Expeditions Holdings Inc. ,WS-153773,N,B361
WS-150633,Methanex Corporation,WS-150641,N,D307
WS-150673,Novo Nordisk A/S,WS-150683,Y,D204
WS-152084,ProShares UltraPro Short NASDAQ Biotechnology,WS-152090,Y,D284
WS-154902,SoFi Gig Economy ETF,WS-154912,N,D337
WS-152633,Schultze Special Purpose Acquisition Corp.,WS-152643,N,D301
WS-153929,Perma-Fix Environmental Services,WS-153930,Y,D134
WS-150201,ON Semiconductor Corporation,WS-150210,N,D191
WS-154007,Ctrip.com International,WS-154010,Y,D412
WS-153393,Brighthouse Financial,WS-153401,Y,B177
WS-154118,CorMedix Inc.,WS-154126,N,D80
WS-154875,SPDR Dorsey Wright Fixed Income Allocation ETF,WS-154885,Y,B117
WS-150007,Tyson Foods,WS-150014,Y,B43
WS-152575,The RMR Group Inc.,WS-152583,Y,D242
WS-152315,China Unicom (Hong Kong) Ltd,WS-152316,Y,D190
WS-154133,OptimizeRx Corporation,WS-154134,N,D318
WS-150251,Lakeland Industries,WS-150256,N,D372
WS-150668,Addus HomeCare Corporation,WS-150673,N,B126
WS-154254,Clipper Realty Inc.,WS-154256,Y,D254
WS-150983,Public Service Enterprise Group Incorporated,WS-150985,N,D113
WS-154381,Protagonist Therapeutics,WS-154382,Y,D306
WS-152042,Trecora Resources,WS-152043,Y,B210
WS-153766,Conduent Incorporated,WS-153775,N,D226
WS-154365,Morgan Stanley Emerging Markets Debt Fund,WS-154373,N,B117
WS-153545,Royal Bank Scotland plc (The),WS-153555,N,D387
WS-152459,ProPetro Holding Corp.,WS-152465,Y,D409
WS-154078,Adial Pharmaceuticals,WS-154085,Y,B449
WS-151086,RigNet,WS-151095,Y,D1
WS-155095,Amerant Bancorp Inc.,WS-155102,Y,B164
WS-153827,Unum Therapeutics Inc.,WS-153831,N,D80
WS-153469,Templeton Emerging Markets Income Fund,WS-153478,Y,B123
WS-155558,Global X Internet of Things ETF,WS-155560,Y,D422
WS-153340,Apollo Investment Corporation,WS-153343,Y,B388
WS-152490,Atlantic Capital Bancshares,WS-152491,Y,B339
WS-151441,Quest Resource Holding Corporation,WS-151448,N,D38
WS-151873,Miller Industries,WS-151878,Y,B87
WS-153922,First Trust NASDAQ Technology Dividend Index Fund,WS-153928,Y,B43
WS-155814,BioTelemetry,WS-155820,N,D319
WS-155523,Professional Diversity Network,WS-155526,N,D319
WS-152602,PPlus Trust,WS-152610,Y,B319
WS-154223,Royal Gold,WS-154229,Y,B339
WS-155309,WesBanco,WS-155313,Y,B213
WS-152534,VEON Ltd.,WS-152540,N,B187
WS-153668,Walgreens Boots Alliance,WS-153675,Y,D249
WS-151851,Priority Income Fund,WS-151861,Y,B176
WS-150847,Brunswick Corporation,WS-150857,Y,D355
WS-152993,Turning Point Therapeutics,WS-152994,Y,B35
WS-150425,SVB Financial Group,WS-150434,Y,D308
WS-151872,Bonanza Creek Energy,WS-151877,N,D281
WS-154527,Bank OZK,WS-154529,N,D247
WS-153059,Energy Recovery,WS-153065,N,B395
WS-154997,T2 Biosystems,WS-154999,N,B230
WS-154278,Hillenbrand Inc,WS-154282,Y,D257
WS-150899,Magic Software Enterprises Ltd.,WS-150900,N,D223
WS-155860,Invesco DWA Consumer Cyclicals Momentum ETF,WS-155868,Y,D340
WS-151659,Riot Blockchain,WS-151666,N,D410
WS-154117,NeuroMetrix,WS-154120,N,B371
WS-152049,Advanced Drainage Systems,WS-152050,Y,B74
WS-152117,Micron Solutions,WS-152118,Y,D480
WS-155995,GoodBulk Ltd.,WS-156001,N,D399
WS-151232,Miller Industries,WS-151239,Y,B444
WS-154726,Despegar.com,WS-154731,N,D37
WS-150911,Flex Ltd.,WS-150920,N,B226
WS-154862,Bristol-Myers Squibb Company,WS-154863,N,D261
WS-151114,SRC Energy Inc.,WS-151118,N,D316
WS-150464,West Bancorporation,WS-150471,N,B411
WS-152899,Blackrock MuniYield Michigan Quality Fund,WS-152908,N,D476
WS-150517,Hennessy Capital Acquisition Corp. IV,WS-150526,Y,B450
WS-155125,Henry Schein,WS-155126,Y,B345
WS-150980,Staffing 360 Solutions,WS-150983,N,B274
WS-152560,Flowserve Corporation,WS-152561,N,D76
WS-153690,Bowl America,WS-153700,N,B393
WS-152670,Range Resources Corporation,WS-152680,N,D425
WS-153749,Myovant Sciences Ltd.,WS-153754,Y,B480
WS-150042,Linde plc,WS-150050,Y,B241
WS-153788,Biohaven Pharmaceutical Holding Company Ltd.,WS-153791,N,B431
WS-154993,Haemonetics Corporation,WS-155003,N,B39
WS-154132,Akebia Therapeutics,WS-154133,N,B128
WS-154692,Blackrock MuniHoldings New York Quality Fund,WS-154701,Y,D393
WS-151788,People&#39;s Utah Bancorp,WS-151794,N,B95
WS-150438,CBTX,WS-150441,N,D75
WS-152554,Hillman Group Capital Trust,WS-152556,N,B232
WS-151612,Encana Corporation,WS-151615,N,B485
WS-151182,Cushing MLP & Infrastructure Total Return Fund,WS-151184,N,D194
WS-152554,Blackrock Corporate High Yield Fund,WS-152558,N,B467
WS-153586,Electro-Sensors,WS-153587,Y,B364
WS-153083,American Eagle Outfitters,WS-153092,Y,D163
WS-150162,Provident Financial Holdings,WS-150164,N,B422
WS-151709,FMC Corporation,WS-151719,N,D348
WS-155169,Canada Goose Holdings Inc.,WS-155172,N,D19
WS-152250,PIMCO Strategic Income Fund,WS-152260,Y,D197
WS-154482,Tootsie Roll Industries,WS-154484,N,D199
WS-150183,Columbia Financial,WS-150192,N,B494
WS-150542,Kingold Jewelry Inc.,WS-150545,Y,B241
WS-152988,Nuveen New Jersey Municipal Value Fund,WS-152990,Y,B280
WS-154627,Delaware Investments Minnesota Municipal Income Fund II,WS-154628,Y,B489
WS-153281,Alector,WS-153283,Y,B225
WS-151550,Paringa Resources Limited,WS-151553,Y,B8
WS-154245,Cubic Corporation,WS-154250,N,B222
WS-150462,Marvell Technology Group Ltd.,WS-150469,N,D273
WS-155438,Yield10 Bioscience,WS-155446,N,D93
WS-153455,PIMCO Municipal Income Fund III,WS-153462,Y,B92
WS-150926,Georgia Power Company,WS-150927,Y,D412
WS-153626,The Stars Group Inc.,WS-153629,Y,B239
WS-155966,Despegar.com,WS-155971,Y,B125
WS-150950,Xerox Holdings Corporation,WS-150959,N,D62
WS-151824,High Income Securities Fund,WS-151833,N,B358
WS-152673,T2 Biosystems,WS-152674,N,D246
WS-151627,AZZ Inc.,WS-151635,N,B89
WS-155244,National Oilwell Varco,WS-155248,N,B340
